roi_dir,parent_female,parent_male,genotype_pretty,genotype_base_codes,genotype_allele_codes,genotype_marker_fluor_codes,genotype_marker_tag_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,all_marker_fluor_codes,date_born,plate_id_filled,slot_id_filled,roi_index_within_slot,roi_code
X:\abcabc\Aang_Foundation\20250805_lifeact_mem-halo,membrane Halo,membrane Halo,Swinburne(Swinburne),Swinburne,Swinburne:Swinburne,,,MGCO-23,,mStayGold,lifeact,mStayGold,2025-08-04,SYN_20250806_plate1,SYN_20250806_plate1-slot1,1,SYN_20250806_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250805_mito_mem-halo,membrane Halo,membrane Halo,Swinburne(Swinburne),Swinburne,Swinburne:Swinburne,,,MGCO-23,,mStayGold,lifeact,mStayGold,2025-08-04,SYN_20250805_plate1,SYN_20250805_plate1-slot1,1,SYN_20250805_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250808_mem_organelle,membrane mChilada,membrane mChilada,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,MGCO-15,,mStayGold,LAMP1,"tdmChilada,mStayGold",2025-08-07,SYN_20250808_plate1,SYN_20250808_plate1-slot1,1,SYN_20250808_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250819_mem_ER,casper/rnf,mem:tdmChilada,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-08-18,SYN_20250819_plate1,SYN_20250819_plate1-slot1,1,SYN_20250819_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250819_mem_mito,casper/rnf,mem:tdmChilada,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-08-18,SYN_20250820_plate1,SYN_20250820_plate1-slot1,1,SYN_20250820_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250821_mem_mito,casper/rnf,mem:tdmChilada,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,MGCO-25,,"mStayGold,mYH,mYongHong",,"tdmChilada,mStayGold,mYH,mYongHong",2025-08-20,SYN_20250822_plate1,SYN_20250822_plate1-slot1,1,SYN_20250822_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250826_mem_actin,casper/rnf,mem:tdmChilada,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,MGCO-23,,mStayGold,lifeact,"tdmChilada,mStayGold",2025-08-25,SYN_20250826_plate1,SYN_20250826_plate1-slot1,1,SYN_20250826_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250827_mem_actin,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,MGCO-23,,mStayGold,lifeact,"tdmChilada,mStayGold",2025-08-25,SYN_20250827_plate2025-W35-3,SYN_20250827_plate2025-W35-3-slot1,1,SYN_20250827_plate2025-W35-3-slot1-roi01
X:\abcabc\Aang_Foundation\20250828_mem_actin,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,MGCO-23,,mStayGold,lifeact,"tdmChilada,mStayGold",2025-08-27,SYN_20250828_plate2025-W35-6,SYN_20250828_plate2025-W35-6-slot1,1,SYN_20250828_plate2025-W35-6-slot1-roi01
X:\abcabc\Aang_Foundation\20250903_lifeact-mSG,casper/rnf,mem:tdmChilada,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,HC-9,,mStayGold,lifeact,"tdmChilada,mStayGold",2025-09-02,SYN_20250903_plate2025-W36-1,SYN_20250903_plate2025-W36-1-slot1,1,SYN_20250903_plate2025-W36-1-slot1-roi01
X:\abcabc\Aang_Foundation\20250904_lifeact-mSG,casper/rnf,ef1a-extended:2xLynk:tdmScarlet3-S2-tol2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,HC-9,,mStayGold,lifeact,"tdmScarlet3,mStayGold",2025-09-03,SYN_20250904_plate3,SYN_20250904_plate3-slot1,1,SYN_20250904_plate3-slot1-roi01
X:\abcabc\Aang_Foundation\20250905_lifeact-mSG,casper/rnf,mem:tdmChilada,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,HC-9,,mStayGold,lifeact,"tdmChilada,mStayGold",2025-09-02,SYN_20250905_plate2,SYN_20250905_plate2-slot1,1,SYN_20250905_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-09-05,SYN_20250908_plate1,SYN_20250908_plate1-slot1,1,SYN_20250908_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250911_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-09-09,SYN_20250911_plate1,SYN_20250911_plate1-slot1,1,SYN_20250911_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250912_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-09-09,SYN_20250912_plate2,SYN_20250912_plate2-slot1,1,SYN_20250912_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20250915_mem-mito,unknown_female_parent,ef1a:2xLynk:tdm:Halo,Swinburne(Swinburne),Swinburne,Swinburne:Swinburne,,,,,,,,2025-09-12,SYN_20250915_plate1,SYN_20250915_plate1-slot1,1,SYN_20250915_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250917_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,"tdmChilada,tdmScarlet3",2xLynk,,,,,"tdmChilada,tdmScarlet3",2025-09-15,SYN_20250916_platetop,SYN_20250916_platetop-slot1,1,SYN_20250916_platetop-slot1-roi01
X:\abcabc\Aang_Foundation\20250918_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-09-15,SYN_20250918_plate1,SYN_20250918_plate1-slot1,1,SYN_20250918_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250919_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-09-17,SYN_20250919_plate1,SYN_20250919_plate1-slot1,1,SYN_20250919_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250922_mem-mito,casper/rnf,tdmScarlet3S2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,,,,,tdmScarlet3,2025-09-19,SYN_20250922_plate1,SYN_20250922_plate1-slot1,1,SYN_20250922_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250924_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),Swinburne(Swinburne),Swinburne,Swinburne:Swinburne,,,,,,,,2025-09-23,SYN_20250924_plate1,SYN_20250924_plate1-slot1,1,SYN_20250924_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20250925_mem-mito,casper/rnf,from Swinburne lab - tank ID 344 (F1 of allele 45385),Swinburne(Swinburne),Swinburne,Swinburne:Swinburne,,,,,,,,2025-09-23,SYN_20250925_plate2,SYN_20250925_plate2-slot1,1,SYN_20250925_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20250926_mem-mito,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-09-24,SYN_20250926_plate1,SYN_20250926_plate1-slot1,1,SYN_20250926_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20251001_mem-histone,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),pDQM005(301)/pDQM133(324),"pDQM005,pDQM133","pDQM005:301,pDQM133:324","tdmScarlet3,tdmSG,tdmStayGold",,,,,,"tdmScarlet3,tdmSG,tdmStayGold",2025-09-30,SYN_20251001_plate2,SYN_20251001_plate2-slot1,1,SYN_20251001_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20251010_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-10-08,SYN_20251009_plate1,SYN_20251009_plate1-slot1,1,SYN_20251009_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20251013_mem-histone,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),pDQM005(301)/pDQM133(324),"pDQM005,pDQM133","pDQM005:301,pDQM133:324","tdmScarlet3,tdmSG,tdmStayGold",,,,,,"tdmScarlet3,tdmSG,tdmStayGold",2025-10-09,SYN_20251013_plate1,SYN_20251013_plate1-slot1,1,SYN_20251013_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20251015_mem-histone,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),pDQM005(302)/pDQM133(324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmScarlet3,tdmSG,tdmStayGold",,,,,,"tdmScarlet3,tdmSG,tdmStayGold",2025-10-13,SYN_20251014_plate1,SYN_20251014_plate1-slot1,1,SYN_20251014_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20251016_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-10-13,SYN_20251014_plate2,SYN_20251014_plate2-slot1,1,SYN_20251014_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20251016_mem-mito_v2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-10-08,SYN_20251016_plate2,SYN_20251016_plate2-slot1,1,SYN_20251016_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20251017_nuclear_envelope,casper/rnf,casper/rnf,,,,,,,,,,,2025-10-16,SYN_20251017_plate2,SYN_20251017_plate2-slot1,1,SYN_20251017_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20251020_mem-histone,ef1a:2xLynk:tdmSG(J) (F1 of allele 301),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),pDQM005(301)/pDQM133(324),"pDQM005,pDQM133","pDQM005:301,pDQM133:324","tdmScarlet3,tdmSG,tdmStayGold",,,,,,"tdmScarlet3,tdmSG,tdmStayGold",2025-10-17,SYN_20251020_plate1,SYN_20251020_plate1-slot1,1,SYN_20251020_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20251021_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-10-20,SYN_20251021_plate1,SYN_20251021_plate1-slot1,1,SYN_20251021_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20251021_mem-mito_v2,casper/rnf,tdmScarlet3S2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,,,,,tdmScarlet3,2025-10-20,SYN_20251021_plate2,SYN_20251021_plate2-slot1,1,SYN_20251021_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20251022_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-10-20,SYN_20251022_plate2,SYN_20251022_plate2-slot1,1,SYN_20251022_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20251023_mem-mito,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-10-22,SYN_20251023_plate1,SYN_20251023_plate1-slot1,1,SYN_20251023_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20251027_mem-histone,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),pDQM005(302)/pDQM133(324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmScarlet3,tdmSG,tdmStayGold",,,,,,"tdmScarlet3,tdmSG,tdmStayGold",2025-10-21,SYN_20251027_plate2,SYN_20251027_plate2-slot1,1,SYN_20251027_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20251028_mem-mito,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,,,,,tdmScarlet3,2025-10-27,SYN_20251028_plate1,SYN_20251028_plate1-slot1,1,SYN_20251028_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20251028_mem-peroxi,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,,,,,tdmScarlet3,2025-10-27,SYN_20251028_plate2,SYN_20251028_plate2-slot1,1,SYN_20251028_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20251028_mem-peroxi2,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,,,,,tdmScarlet3,2025-10-27,SYN_20251028_plate3,SYN_20251028_plate3-slot1,1,SYN_20251028_plate3-slot1-roi01
X:\abcabc\Aang_Foundation\20251029_peroxi,casper/rnf,memrane tdmScarlet3S2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,,,,,tdmScarlet3,2025-10-27,SYN_20251029_plate2,SYN_20251029_plate2-slot1,1,SYN_20251029_plate2-slot1-roi01
X:\abcabc\Aang_Foundation\20251105_mem-mito,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-11-04,SYN_20251105_plate1,SYN_20251105_plate1-slot1,1,SYN_20251105_plate1-slot1-roi01
X:\abcabc\Aang_Foundation\20251106_mem-mito,casper,ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082(315),pDQM082,pDQM082:315,tdmChilada,2xLynk,,,,,tdmChilada,2025-11-04,SYN_20251106_plate1.1,SYN_20251106_plate1.1-slot1,1,SYN_20251106_plate1.1-slot1-roi01
X:\abcabc\Aang_Foundation\20251107_mem-mito,casper,memrane tdmScarlet3S2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,,,,,tdmScarlet3,2025-11-08,SYN_20251111_plate1,SYN_20251111_plate1-slot1,1,SYN_20251111_plate1-slot1-roi01
X:\abcabc\Exploratory_fish\20250822_PDQM145,casper/rnf,casper/rnf,,,,,,,,,,,2025-08-19,SYN_20250822_plate1,SYN_20250822_plate1-slot1,1,SYN_20250822_plate1-slot1-roi01
X:\abcabc\Exploratory_fish\20250825_mgco28_mito-mSG,casper/rnf,casper/rnf,,,,,,"MGCO-27,MGCO-28",,mStayGold,"2Xcox8A,sec61b",mStayGold,2025-08-22,SYN_20250825_plate1,SYN_20250825_plate1-slot1,1,SYN_20250825_plate1-slot1-roi01
X:\abcabc\Exploratory_fish\20250825_mgco29_er-msg,casper/rnf,casper/rnf,,,,,,"MGCO-27,MGCO-28",,mStayGold,"2Xcox8A,sec61b",mStayGold,2025-08-22,SYN_20250825_plate1,SYN_20250825_plate1-slot1,1,SYN_20250825_plate1-slot1-roi01
X:\abcabc\Exploratory_fish\20250825_pqdm065_mem-histone,casper/rnf,tandem mem:mStayGold; tdmChilada:Histone,"pDQM005, pDQM104(301, n/a)","pDQM005, pDQM104","pDQM005, pDQM104:301, n/a","mchilada,mChilada,tdmSG,tdmStayGold",,,,,,"mchilada,mChilada,tdmSG,tdmStayGold",2025-08-22,SYN_20250825_plate1,SYN_20250825_plate1-slot1,1,SYN_20250825_plate1-slot1-roi01
X:\abcabc\Exploratory_fish\20250825_pqdm094_mem-histone,casper/rnf,tandem mem:mStayGold; tdmChilada(MAGPV):Histone,"pDQM005, pDQM104(301, n/a)","pDQM005, pDQM104","pDQM005, pDQM104:301, n/a","mchilada,mChilada,tdmSG,tdmStayGold",,,,,,"mchilada,mChilada,tdmSG,tdmStayGold",2025-08-22,SYN_20250825_plate1,SYN_20250825_plate1-slot1,1,SYN_20250825_plate1-slot1-roi01
X:\abcabc\Exploratory_fish\20251023_mScarlet3S2_2Xcox8A,MGCO35 (F1 of allele 336),casper/rnf,MGCO-35(336),MGCO-35,MGCO-35:336,mScarlet3S2,2Xcox8A,,,,,mScarlet3S2,2025-10-21,SYN_20251022_plate3,SYN_20251022_plate3-slot1,1,SYN_20251022_plate3-slot1-roi01
X:\abcabc\Exploratory_fish\20251025_er,casper/rnf,casper/rnf,,,,,,,,,,,2025-10-22,SYN_20251024_plate1,SYN_20251024_plate1-slot1,1,SYN_20251024_plate1-slot1-roi01
X:\abcabc\Exploratory_fish\20251025_lamellipodia_F-actin,casper/rnf,tdmScarlet3S2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,,,,,tdmScarlet3,2025-10-22,SYN_20251024_plate2,SYN_20251024_plate2-slot1,1,SYN_20251024_plate2-slot1-roi01
X:\abcabc\Exploratory_fish\20251112_mem-moesin,casper,memrane tdmScarlet3S2 (F1 of allele 325),pDQM136(325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,,,,,tdmScarlet3,2025-11-10,SYN_20251112_plate2,SYN_20251112_plate2-slot1,1,SYN_20251112_plate2-slot1-roi01
X:\abcabc\Janelia_Fish\20250903_lifeact-mSG,csp/pIGLET 14a,csp/pIGLET 14a,,,,,,,,,,,2025-08-26,SYN_20250829_plate2025-W35-7,SYN_20250829_plate2025-W35-7-slot1,1,SYN_20250829_plate2025-W35-7-slot1-roi01
X:\abcabc\Korra_Foundation\20250428_mem_histone\fish1_72hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-04-26,SYN_20250428_plate1,SYN_20250428_plate1-slot1,1,SYN_20250428_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish1_24hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-04-28,SYN_20250429_plate1,SYN_20250429_plate1-slot1,1,SYN_20250429_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish2_48hpf,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-04-28,SYN_20250430_plate1,SYN_20250430_plate1-slot1,1,SYN_20250430_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish3_mem-halo_24hpf,membrane Halo,membrane Halo,Swinburne(Swinburne),Swinburne,Swinburne:Swinburne,,,,,,,,2025-04-29,SYN_20250430_plate1,SYN_20250430_plate1-slot1,1,SYN_20250430_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250429_mem_cytosol\fish4_mem-halo_48hpf,membrane Halo,membrane Halo,Swinburne(Swinburne),Swinburne,Swinburne:Swinburne,,,,,,,,2025-04-29,SYN_20250501_plate1,SYN_20250501_plate1-slot1,1,SYN_20250501_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0505_fish1_14somite,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-05-04,SYN_20250505_plate1,SYN_20250505_plate1-slot1,1,SYN_20250505_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0506_fish1_memSG_lamp-SG_transmSC_14somite,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,MGCO-15,,mStayGold,LAMP1,"tdmSG,tdmStayGold,mStayGold",2025-05-05,SYN_20250506_plate1,SYN_20250506_plate1-slot1,1,SYN_20250506_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0506_fish2_memSG_vemHalo_transmSC,ef1a:2xLynk:tdmSG(J) (F2 of allele 301),ef1a:2xLynk:tdmSG(J) (F2 of allele 301),pDQM005(301),pDQM005,pDQM005:301,"tdmSG,tdmStayGold",,MGCO-15,,mStayGold,LAMP1,"tdmSG,tdmStayGold,mStayGold",2025-05-05,SYN_20250506_plate1,SYN_20250506_plate1-slot1,1,SYN_20250506_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0507_fish1_mchilada_mitoHalo_transmSG,casper/rnf,casper/rnf,,,,,,,,,,,2025-05-06,SYN_20250507_plate1,SYN_20250507_plate1-slot1,1,SYN_20250507_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0508_fish1_mem-mchilada_transmSG,casper/rnf,casper/rnf,,,,,,,,,,,2025-05-07,SYN_20250508_plate1,SYN_20250508_plate1-slot1,1,SYN_20250508_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0508_fish2_mem-mchilada_transmSG,casper/rnf,casper/rnf,,,,,,,,,,,2025-05-07,SYN_20250508_plate1,SYN_20250508_plate1-slot1,1,SYN_20250508_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250505_fish_transplant\0509_fish1_transmSG_lifeactHalo,casper/rnf,casper/rnf,,,,,,,,,,,2025-05-08,SYN_20250509_plate1,SYN_20250509_plate1-slot1,1,SYN_20250509_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250513_skittles (fish12-16),unknown_female_parent,unknown_male_parent,,,,,,,,,,,2025-05-14,SYN_20250515_plate1,SYN_20250515_plate1-slot1,1,SYN_20250515_plate1-slot1-roi01
"X:\abcabc\Korra_Foundation\20250513_skittles (fish4,5)",unknown_female_parent,unknown_male_parent,,,,,,,,,,,2025-05-13,SYN_20250514_plate1,SYN_20250514_plate1-slot1,1,SYN_20250514_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250513_skittles(fish1-3),unknown_female_parent,unknown_male_parent,,,,,,,,,,,2025-05-12,SYN_20250513_plate1,SYN_20250513_plate1-slot1,1,SYN_20250513_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250521_skittles_no-membrane,Dennis (F2 of allele 318),Abe (F2 of allele 309),pDQM036(318)/pDQM034(309),"pDQM034,pDQM036","pDQM036:318,pDQM034:309","Electra2,mCitrine,mKate2,mKOK,mTFP1",,,,,,"Electra2,mCitrine,mKate2,mKOK,mTFP1",2025-05-20,SYN_20250521_plate1,SYN_20250521_plate1-slot1,1,SYN_20250521_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250522_skittlez,unknown_female_parent,unknown_male_parent,,,,,,,,,,,2025-05-21,SYN_20250522_plate1,SYN_20250522_plate1-slot1,1,SYN_20250522_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250523_mem_histone\fish1-4,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005(302),pDQM005,pDQM005:302,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-05-22,SYN_20250523_plate1,SYN_20250523_plate1-slot1,1,SYN_20250523_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250528_mem-histone\fish1,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005(302),pDQM005,pDQM005:302,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-05-27,SYN_20250529_plate1,SYN_20250529_plate1-slot1,1,SYN_20250529_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250528_mem-histone\fish2,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005(302),pDQM005,pDQM005:302,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-05-27,SYN_20250528_plate1,SYN_20250528_plate1-slot1,1,SYN_20250528_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250528_mem-histone\fish3,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005(302),pDQM005,pDQM005:302,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-05-27,SYN_20250528_plate1,SYN_20250528_plate1-slot1,1,SYN_20250528_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250528_skittlez\fish1,unknown_female_parent,unknown_male_parent,,,,,,,,,,,2025-05-27,SYN_20250528_plate1,SYN_20250528_plate1-slot1,1,SYN_20250528_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250529_skittlez,Jim (F2 of allele 316),Ben (F2 of allele 310),pDQM059(316)/pDQM034(310),"pDQM034,pDQM059","pDQM059:316,pDQM034:310","Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1",,,,,,"Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1",2025-05-28,SYN_20250529_plate1,SYN_20250529_plate1-slot1,1,SYN_20250529_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250530_mem-histone\,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005(302),pDQM005,pDQM005:302,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-05-28,SYN_20250530_plate1,SYN_20250530_plate1-slot1,1,SYN_20250530_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250602_mem,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005(302),pDQM005,pDQM005:302,"tdmSG,tdmStayGold",,,,,,"tdmSG,tdmStayGold",2025-05-30,SYN_20250602_plate1,SYN_20250602_plate1-slot1,1,SYN_20250602_plate1-slot1-roi01
X:\abcabc\Korra_Foundation\20250603_skittlez,Liam (F2 of allele 321),Chris (F1 of allele 317),pDQM059(321)/pDQM034(317),"pDQM034,pDQM059","pDQM059:321,pDQM034:317","Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1",,,,,,"Electra2,gfp,GFP,mCitrine,mKate2,mKOK,mTFP1",2025-06-02,SYN_20250603_plate1,SYN_20250603_plate1-slot1,1,SYN_20250603_plate1-slot1-roi01
