roi_dir,mount_dir_norm,date_experiment,date_mount,fish,roi_name,roi_rel,parent_female,parent_male,genotype_base_codes,genotype_allele_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_unique_organelles,all_fluor_organelles
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish8/roi3,/abcabc/Korra_Foundation/20250522_skittlez/fish8,20250522_skittlez,,fish8,roi3,roi3,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250522_skittlez/fish9/roi1,/abcabc/Korra_Foundation/20250522_skittlez/fish9,20250522_skittlez,,fish9,roi1,roi1,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish1/roi1,/abcabc/Korra_Foundation/20250523_mem_histone/fish1,20250523_mem_histone,,fish1,roi1,roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,"Halo,tdmSG","membrane,nuclei","Halo(membrane),tdmSG(nuclei)","Halo(membrane),tdmSG(nuclei)",,pDQM117,,,,,"membrane,nucleus","Halo(membrane),tdmSG(nucleus)"
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish2/roi1,/abcabc/Korra_Foundation/20250523_mem_histone/fish2,20250523_mem_histone,,fish2,roi1,roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,"Halo,tdmSG","membrane,nuclei","Halo(membrane),tdmSG(nuclei)","Halo(membrane),tdmSG(nuclei)",,pDQM117,,,,,"membrane,nucleus","Halo(membrane),tdmSG(nucleus)"
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish3/roi1,/abcabc/Korra_Foundation/20250523_mem_histone/fish3,20250523_mem_histone,,fish3,roi1,roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,"Halo,tdmSG","membrane,nuclei","Halo(membrane),tdmSG(nuclei)","Halo(membrane),tdmSG(nuclei)",,pDQM117,,,,,"membrane,nucleus","Halo(membrane),tdmSG(nucleus)"
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish4/roi1,/abcabc/Korra_Foundation/20250523_mem_histone/fish4,20250523_mem_histone,,fish4,roi1,roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,"Halo,tdmSG","membrane,nuclei","Halo(membrane),tdmSG(nuclei)","Halo(membrane),tdmSG(nuclei)",,pDQM117,,,,,"membrane,nucleus","Halo(membrane),tdmSG(nucleus)"
/clusterfs/vast/abcabc/Korra_Foundation/20250523_mem_histone/fish5/roi1,/abcabc/Korra_Foundation/20250523_mem_histone/fish5,20250523_mem_histone,2025-05-23,fish5,roi1,roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)"
/clusterfs/vast/abcabc/Korra_Foundation/20250528_mem-histone/fish1/roi1_spine,/abcabc/Korra_Foundation/20250528_mem-histone/fish1,20250528_mem-histone,2025-05-29,fish1,roi1_spine,roi1_spine,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)"
/clusterfs/vast/abcabc/Korra_Foundation/20250528_mem-histone/fish2/roi1_brain,/abcabc/Korra_Foundation/20250528_mem-histone/fish2,20250528_mem-histone,2025-05-28,fish2,roi1_brain,roi1_brain,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)"
/clusterfs/vast/abcabc/Korra_Foundation/20250528_mem-histone/fish3/roi2_spine,/abcabc/Korra_Foundation/20250528_mem-histone/fish3,20250528_mem-histone,2025-05-28,fish3,roi2_spine,roi2_spine,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)"
/clusterfs/vast/abcabc/Korra_Foundation/20250528_skittlez/fish1/roi1,/abcabc/Korra_Foundation/20250528_skittlez/fish1,20250528_skittlez,2025-05-28,fish1,roi1,roi1,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250528_skittlez/fish1/roi2,/abcabc/Korra_Foundation/20250528_skittlez/fish1,20250528_skittlez,2025-05-28,fish1,roi2,roi2,,,,,,,,,,,,,,,,
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish10_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish10_roi1,fish10_roi1,fish10_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish11_roi1_eye,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish11_roi1_eye,fish11_roi1_eye,fish11_roi1_eye,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish11_roi1_eye_2,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish11_roi1_eye_2,fish11_roi1_eye_2,fish11_roi1_eye_2,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish12_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish12_roi1,fish12_roi1,fish12_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish13_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish13_roi1,fish13_roi1,fish13_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish14_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish14_roi1,fish14_roi1,fish14_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish14_roi2,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish14_roi2,fish14_roi2,fish14_roi2,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish14_roi3,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish14_roi3,fish14_roi3,fish14_roi3,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish15_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish15_roi1,fish15_roi1,fish15_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish1_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish1_roi1,fish1_roi1,fish1_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish1_roi2,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish1_roi2,fish1_roi2,fish1_roi2,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish1_roi3,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish1_roi3,fish1_roi3,fish1_roi3,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish2_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish2_roi1,fish2_roi1,fish2_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish2_roi2,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish2_roi2,fish2_roi2,fish2_roi2,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish4_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish4_roi1,fish4_roi1,fish4_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish5_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish5_roi1,fish5_roi1,fish5_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish5_roi2,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish5_roi2,fish5_roi2,fish5_roi2,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish6_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish6_roi1,fish6_roi1,fish6_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish7_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish7_roi1,fish7_roi1,fish7_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish8_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish8_roi1,fish8_roi1,fish8_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish9_roi1,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish9_roi1,fish9_roi1,fish9_roi1,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250529_skittlez/fish9_roi2,/abcabc/Korra_Foundation/20250529_skittlez,20250529_skittlez,2025-05-29,fish9_roi2,fish9_roi2,fish9_roi2,Jim (F2 of allele 316),Ben (F2 of allele 310),"pDQM034,pDQM059","pDQM034:310,pDQM059:316","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250530_mem-histone/fish1_roi1,/abcabc/Korra_Foundation/20250530_mem-histone,20250530_mem-histone,2025-05-30,fish1_roi1,fish1_roi1,fish1_roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)"
/clusterfs/vast/abcabc/Korra_Foundation/20250530_mem-histone/fish1_roi1-2,/abcabc/Korra_Foundation/20250530_mem-histone,20250530_mem-histone,2025-05-30,fish1_roi1-2,fish1_roi1-2,fish1_roi1-2,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)"
/clusterfs/vast/abcabc/Korra_Foundation/20250530_mem-histone/fish2_roi1,/abcabc/Korra_Foundation/20250530_mem-histone,20250530_mem-histone,2025-05-30,fish2_roi1,fish2_roi1,fish2_roi1,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),ef1a:2xLynk:tdmSG(J) (F2 of allele 302),pDQM005,pDQM005:302,tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,pDQM117,mScarlet3S2::H2B(N),histone,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"histone,membrane","mScarlet3S2(histone),tdmSG(membrane)"
/clusterfs/vast/abcabc/Korra_Foundation/20250602_mem/fish2_roi1,/abcabc/Korra_Foundation/20250602_mem,20250602_mem,2025-06-02,fish2_roi1,fish2_roi1,fish2_roi1,casper/rnf,ef1a:2xLynk:tdmSG(J) (F2 of allele 302),"nan,pDQM005","nan:nan,pDQM005:302",tdmSG::2xLynk(N),membrane,tdmSG(membrane),tdmSG::2xLynk(N)(membrane),,,,,,,membrane,tdmSG(membrane)
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish10_roi1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish10_roi1,fish10_roi1,fish10_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish11_roi1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish11_roi1,fish11_roi1,fish11_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish12_roi1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish12_roi1,fish12_roi1,fish12_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish13_roi1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish13_roi1,fish13_roi1,fish13_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish14_roi1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish14_roi1,fish14_roi1,fish14_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish15_roi1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish15_roi1,fish15_roi1,fish15_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish16_roi1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish16_roi1,fish16_roi1,fish16_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish1_roi1_1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish1_roi1_1,fish1_roi1_1,fish1_roi1_1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish2_roi1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish2_roi1,fish2_roi1,fish2_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish2_roi1_1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish2_roi1_1,fish2_roi1_1,fish2_roi1_1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
/clusterfs/vast/abcabc/Korra_Foundation/20250603_skittlez/fish3_roi1,/abcabc/Korra_Foundation/20250603_skittlez,20250603_skittlez,2025-06-03,fish3_roi1,fish3_roi1,fish3_roi1,Liam (F2 of allele 321),Chris (F1 of allele 317),"pDQM034,pDQM059","pDQM034:317,pDQM059:321","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1","Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1",,,,,,,,"Electra2,gfp,mCitrine,mKOK,mKate2,mTFP1"
