date_experiment,fish,roi_rel,roi_name,roi_tiffs,roi_dir,dataset,mount_dir_norm,date_mount,mount_id,ZF female genotype,ZF male genotype,additional plasmids injected,additional mRNAs injected,additonal proteins injected,additonal dye and chemicals,Date born,Time mounted,Mounting Orientation,Date screened/Initial feedback,Date imaged,Time placed in scope,Start of imaging time,End of imaging time,Imaged Locations,Unique Targets with blanks,Unique Targets,Data location,parent_female,parent_male,roi_dir_norm,mother_fish_manual,father_fish_manual,injection plasmid,manual_injection_plasmid_codes,genotype_base_codes,genotype_allele_codes,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_rna_mapping_ambiguous,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,genotype_marker_localizations_norm,treatment_marker_localizations_norm,all_unique_organelles,all_fluor_organelles,n_genotype_fusions,n_treatment_fusions,n_total_fusions,n_total_fluor_locs,n_unique_organelles,n_genotype_tags,n_treatment_tags,n_total_tags,fusion_labels_inferred_from_folder
20250908_mem-mito,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish1_24hpf_roi4,fish1_24hpf_roi4,fish1_24hpf_roi4,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish1_24hpf_roi4,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_24hpf_roi1,fish2_24hpf_roi1,fish2_24hpf_roi1,450,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi1,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_24hpf_roi2,fish2_24hpf_roi2,fish2_24hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi2,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2_24hpf_roi3,4,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_24hpf_roi3,fish2_24hpf_roi3,fish2_24hpf_roi3,4,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish2_24hpf_roi3,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,2000,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi1,fish2_72hpf_roi1,fish2_72hpf_roi1,2000,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi1,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi2,fish2_72hpf_roi2,fish2_72hpf_roi2,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi2,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi3,fish2_72hpf_roi3,fish2_72hpf_roi3,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi3,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi4,fish2_72hpf_roi4,fish2_72hpf_roi4,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi4,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi5,fish2_72hpf_roi5,fish2_72hpf_roi5,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish2_72hpf_roi5,fish2_72hpf_roi5,fish2_72hpf_roi5,1200,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish2_72hpf_roi5,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish4_24hpf_roi1,fish4_24hpf_roi1,fish4_24hpf_roi1,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-08,1,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,,2xCox8A:mSG,,,2025-09-05,11:00:00,DH,,2025-09-08,,,,"skin, spinal_cord, hindbrain, brain, muscle, neuromast",Mitochondria,,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdm:mChilada,ef1a:2xLynk:tdm:mChilada,/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi1,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
20250908_mem-mito,fish4_24hpf_roi2,fish4_24hpf_roi2,fish4_24hpf_roi2,300,/clusterfs/vast/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi2,aang,/abcabc/Aang_Foundation/20250908_mem-mito,2025-09-10,1,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),,2xCox8A:mSG,,,2025-09-09,11:00:00,DH,,2025-09-10,,,,"skin, spinal_cord, hindbrain, brain, muscle","csp,male #1 founder (good percentage ++, multiple alleles),560,Mitochondria",,X:\abcabc\Aang_Foundation\20250908_mem-mito,ef1a:2xLynk:tdmChilada (F1 of allele 315),ef1a:2xLynk:tdmChilada (F1 of allele 315),/abcabc/Aang_Foundation/20250908_mem-mito/fish4_24hpf_roi2,,,,,pDQM082,pDQM082:315,,MGCO-01,False,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),['membrane'],['mitochondria'],"membrane,mitochondria","mStayGold(mitochondria),tdmChilada(membrane)",1,1,2,2,2,1,1,2,
